   5.94049978  -0.00045803   0.00037193  -0.00003154  -0.06213804
   5.88099957   0.00010660   0.00075500   0.00032551  -0.06260039
   5.82149935  -0.00018350  -0.00025589  -0.00016572  -0.06323546
   5.76199913  -0.00007204   0.00003851  -0.00001252  -0.06387340
   5.70249891  -0.00010660   0.00031011   0.00007718  -0.06449308
   5.64299870   0.00059286  -0.00028528   0.00011498  -0.06550582
   5.58349848   0.00036701   0.00014492   0.00019273  -0.06588140
   5.52399826   0.00007155   0.00008715   0.00005984  -0.06688745
   5.46449804   0.00017377   0.00014695   0.00012087  -0.06748484
   5.40499783  -0.00011682   0.00004256  -0.00002782  -0.06851207
   5.34549761   0.00076517   0.00083608   0.00060369  -0.06905035
   5.28599739  -0.00026187   0.00092425   0.00025100  -0.06980335
   5.22649717   0.00067512   0.00015809   0.00031352  -0.07075661
   5.16699696  -0.00011098  -0.00025234  -0.00013711  -0.07121950
   5.10749674   0.00055051   0.00006283   0.00023067  -0.07253258
   5.04799652   0.00099540   0.00082746   0.00068697  -0.07328407
   4.98849630  -0.00085960   0.00113859   0.00010737  -0.07448788
   4.92899609  -0.00001460   0.00040284   0.00014681  -0.07549107
   4.86949587  -0.00022975  -0.00037091  -0.00022658  -0.07592418
   4.80999565  -0.00057436   0.00023562  -0.00012680  -0.07786674
   4.75049543   0.00039475   0.00082138   0.00045891  -0.07826740
   4.69099522  -0.00017718   0.00094603   0.00029107  -0.07932290
   4.63149500  -0.00012509  -0.00052901  -0.00024702  -0.08110306
   4.57199478  -0.00028718   0.00057613   0.00010988  -0.08182075
   4.51249456  -0.00024581   0.00138536   0.00043136  -0.08281955
   4.45299435   0.00093748   0.00110413   0.00076979  -0.08409517
   4.39349413   0.00093407   0.00046719   0.00052771  -0.08516864
   4.33399391   0.00068875  -0.00010692   0.00021845  -0.08642778
   4.27449369   0.00102363   0.00028629   0.00049298  -0.08764283
   4.21499348  -0.00003164  -0.00024120  -0.00010308  -0.08870061
   4.15549326   0.00078561  -0.00005016   0.00027632  -0.09014001
   4.09599304   0.00031736  -0.00003142   0.00010741  -0.09160136
   4.03649282   0.00151281  -0.00022397   0.00048393  -0.09321012
   3.97699285   0.00059627   0.00020826   0.00030285  -0.09439639
   3.91749287   0.00023023  -0.00004966   0.00006776  -0.09662468
   3.85799289   0.00119594   0.00107373   0.00085545  -0.09857339
   3.79849291  -0.00021174   0.00087053   0.00024954  -0.09922373
   3.73899293   0.00047555  -0.00022802   0.00009254  -0.10128080
   3.67949295  -0.00121638  -0.00062174  -0.00069225  -0.10316219
   3.61999297   0.00013726   0.00036483   0.00018952  -0.10461649
   3.56049299   0.00075543   0.00035470   0.00041804  -0.10618170
   3.50099301   0.00001314   0.00012668   0.00005283  -0.10858187
   3.44149303   0.00095597   0.00024474   0.00045184  -0.11112624
   3.38199306  -0.00065906   0.00082037   0.00006244  -0.11247731
   3.32249308   0.00011098   0.00012516   0.00008903  -0.11502881
   3.26299310   0.00061574   0.00071751   0.00050270  -0.11726180
   3.20349312   0.00114094   0.00038510   0.00057443  -0.12016809
   3.14399314   0.00025554   0.00113555   0.00052536  -0.12196545
   3.08449316   0.00082066   0.00066886   0.00056133  -0.12493082
   3.02499318   0.00057485   0.00058728   0.00043809  -0.12773517
   2.96549320   0.00186035   0.00038916   0.00084636  -0.13077824
   2.90599322   0.00107961   0.00007955   0.00043586  -0.13409080
   2.84649324   0.00045316  -0.00045402  -0.00000132  -0.13675706
   2.78699327   0.00026820   0.00035267   0.00023414  -0.14044113
   2.72749329   0.00133466  -0.00111122   0.00008153  -0.14383890
   2.66799331  -0.00161600   0.00057360  -0.00039054  -0.14754751
   2.60849333   0.00072574   0.00020117   0.00034883  -0.15166418
   2.54899335  -0.00036896   0.00055080   0.00006956  -0.15571468
   2.48949337  -0.00087517   0.00063947  -0.00008718  -0.16047642
   2.42999339  -0.00127869   0.00128553   0.00000541  -0.16519938
   2.37049341   0.00167490  -0.00018444   0.00055980  -0.16992615
   2.31099343   0.00148799  -0.00080213   0.00025602  -0.17520663
   2.25149345   0.00165932   0.00065822   0.00087253  -0.18161079
   2.19199347   0.00117842  -0.00107829   0.00003526  -0.18757334
   2.13249350   0.00113364   0.00175880   0.00109103  -0.19436790
   2.07299352   0.00057534   0.00111173   0.00063655  -0.20227431
   2.01349354   0.00376938  -0.00048797   0.00123228  -0.20962678
   1.95399356   0.00140719   0.00018951   0.00060056  -0.21788613
   1.89449358   0.00040351   0.00049050   0.00033711  -0.22702076
   1.83499360   0.00081579   0.00083405   0.00062195  -0.23747055
   1.77549362   0.00383898  -0.00211401   0.00064369  -0.24923296
   1.71599364  -0.00096571   0.00189764   0.00035446  -0.26188841
   1.65649366   0.00137068  -0.00050114   0.00032572  -0.27669281
   1.59699368   0.00232374   0.00021231   0.00095367  -0.29343650
   1.53749371   0.00376938  -0.00208918   0.00062692  -0.31190056
   1.47799373   0.00960841  -0.00522726   0.00163519  -0.33448610
   1.41849375   0.02015770  -0.01284419   0.00272058  -0.36247578
   1.35899377  -0.06882474   0.04726577  -0.00799907  -0.40095547
   1.29949379   0.45970702  -0.32086095   0.05148009  -0.47373125
   1.23999381   0.60980278  -0.43953732   0.06302799  -0.54285133
   1.18049383   0.69466078  -0.51435363   0.06663744  -0.60127866
   1.12099385   0.75451130  -0.57511932   0.06615959  -0.65399790
   1.06149387   0.79880434  -0.62579024   0.06365077  -0.70016670
   1.00199389   0.83387703  -0.67020261   0.06004250  -0.74267918
   0.94249392   0.86160511  -0.71217471   0.05459625  -0.78076619
   0.88299394   0.88271171  -0.74980706   0.04830194  -0.81438583
   0.82349396   0.89991009  -0.78648573   0.04089922  -0.84560466
   0.76399398   0.91399819  -0.81780142   0.03435504  -0.87218720
   0.70449400   0.92453200  -0.84751976   0.02707884  -0.89579111
   0.64499402   0.93306369  -0.87496227   0.01991051  -0.91658390
   0.58549404   0.93993992  -0.89976180   0.01311919  -0.93443429
   0.52599406   0.94453782  -0.92228812   0.00633094  -0.94907677
   0.46649405   0.94797301  -0.94152391   0.00034973  -0.96090353
   0.40699404   0.95054680  -0.95814407  -0.00496641  -0.97020411
   0.34749404   0.95228326  -0.97147512  -0.00935373  -0.97683233
   0.28799403   0.95324022  -0.98169017  -0.01285601  -0.98129451
   0.22849403   0.95391351  -0.98943436  -0.01553074  -0.98398751
   0.16899404   0.95418632  -0.99464428  -0.01739791  -0.98535067
   0.10949405   0.95424265  -0.99767143  -0.01852116  -0.98590821
   0.04999405   0.95423961  -0.99879009  -0.01894525  -0.98605633
