   5.94049978   0.00000183   0.00047931   0.00024057  -0.11004230
   5.88099957  -0.00040030   0.00047701   0.00003836  -0.11159027
   5.82149935   0.00119430   0.00068774   0.00094102  -0.11253720
   5.76199913  -0.00064179   0.00018352  -0.00022913  -0.11414087
   5.70249891  -0.00025723  -0.00009080  -0.00017402  -0.11506102
   5.64299870   0.00088438   0.00074828   0.00081633  -0.11658411
   5.58349848   0.00031650   0.00065977   0.00048814  -0.11811355
   5.52399826  -0.00018295   0.00073678   0.00027692  -0.11833965
   5.46449804   0.00029821   0.00117203   0.00073512  -0.12091245
   5.40499783   0.00007684   0.00066130   0.00036907  -0.12152510
   5.34549761   0.00102855   0.00013908   0.00058381  -0.12289635
   5.28599739   0.00072778   0.00066973   0.00069875  -0.12540695
   5.22649717   0.00035748  -0.00033065   0.00001342  -0.12530613
   5.16699696   0.00053202  -0.00040000   0.00006601  -0.12866923
   5.10749674   0.00028687   0.00019770   0.00024228  -0.12882753
   5.04799652   0.00050275   0.00023410   0.00036842  -0.13074587
   4.98849630  -0.00027443   0.00102529   0.00037543  -0.13242343
   4.92899609   0.00041530   0.00055249   0.00048389  -0.13484073
   4.86949587   0.00036371   0.00027203   0.00031787  -0.13560262
   4.80999565  -0.00018295   0.00006513  -0.00005891  -0.13727613
   4.75049543   0.00067692   0.00011609   0.00039650  -0.13961101
   4.69099522   0.00089389   0.00054023   0.00071706  -0.14100477
   4.63149500  -0.00017161  -0.00038506  -0.00027833  -0.14294748
   4.57199478   0.00059422  -0.00017739   0.00020841  -0.14474700
   4.51249456  -0.00008599   0.00070460   0.00030931  -0.14806958
   4.45299435   0.00135054   0.00042644   0.00088849  -0.15003951
   4.39349413   0.00001171   0.00117778   0.00059474  -0.15212101
   4.33399391   0.00155983  -0.00104636   0.00025674  -0.15489960
   4.27449369   0.00000768  -0.00038161  -0.00018696  -0.15683237
   4.21499348   0.00011014  -0.00081686  -0.00035336  -0.15953529
   4.15549326  -0.00000476   0.00037050   0.00018287  -0.16226141
   4.09599304  -0.00103733   0.00024253  -0.00039740  -0.16464131
   4.03649282  -0.00038127   0.00036398  -0.00000864  -0.16837612
   3.97699285   0.00219833  -0.00007318   0.00106257  -0.16935299
   3.91749287   0.00023674   0.00127816   0.00075745  -0.17256832
   3.85799289   0.00058837  -0.00010843   0.00023997  -0.17530532
   3.79849291   0.00030516   0.00034138   0.00032327  -0.17909081
   3.73899293   0.00037541   0.00039962   0.00038752  -0.18243450
   3.67949295   0.00023052   0.00003602   0.00013327  -0.18572086
   3.61999297  -0.00016319   0.00073487   0.00028584  -0.18947835
   3.56049299   0.00124187  -0.00044176   0.00040005  -0.19244839
   3.50099301  -0.00017856   0.00145900   0.00064022  -0.19704355
   3.44149303  -0.00011672   0.00120000   0.00054164  -0.19939688
