id,fecha,latitud,longitud,direccion,barrioNombre,altura,fuste,faseVital,estadoFitosanitario,inclinacion,ahuecamiento,problemaDesrames,problemaDescalzado,problemaFustePartido,problemaObjetoExtranio,problemaGrieta,problemaDesequilibrioCopa,manejoInadecuado,intervenciones,distForestalAdecuada,interf,cazuela,levantamientoVereda,observaciones,especieNombre,lugarRelevamientoNombre,tipoLugarNombre
60393,7/4/2018,-31.41900115,-64.16268289,/-1593,Juniors,Menor a 4m.,"Menor a 0,10m.",Recién implantado,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Sin intervenciones,TRUE,FALSE,Franja Verde,No,Uruguay 390,Pezuña de Vaca flor Blanca,Leonor de Tejeda 1500-1600,Calle
60394,7/4/2018,-31.41902947,-64.16249581,1611,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,Uruguay 395,Jacarandá,Leonor de Tejeda 1600-1700,Calle
60395,7/4/2018,-31.41904292,-64.162414,1611,Juniors,Entre 7m. y 10m.,"Mayor 0,40m",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,Uruguay 395,Jacarandá,Leonor de Tejeda 1600-1700,Calle
60396,7/4/2018,-31.41905694,-64.16232985,1615,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,Faltante de árbol,F,Leonor de Tejeda 1600-1700,Calle
60397,7/4/2018,-31.41906924,-64.16224871,1615,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Palta,Otra especie,Leonor de Tejeda 1600-1700,Calle
60398,7/4/2018,-31.41908698,-64.16216824,1623,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Parece Palta,Otra especie,Leonor de Tejeda 1600-1700,Calle
60399,7/4/2018,-31.41910387,-64.16208912,1645,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Leonor de Tejeda 1600-1700,Calle
60400,7/4/2018,-31.41912532,-64.16198183,1665,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Aromo Frances,Leonor de Tejeda 1600-1700,Calle
60401,7/4/2018,-31.41914592,-64.16186314,1675,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Despunte,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Leonor de Tejeda 1600-1700,Calle
60402,7/4/2018,-31.4191691,-64.16173507,1683,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Sin intervenciones,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Leonor de Tejeda 1600-1700,Calle
60403,7/4/2018,-31.41919056,-64.16162744,1693,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Guaran Amarillo,Leonor de Tejeda 1600-1700,Calle
61171,7/3/2018,-31.42054817,-64.16061625,/-1805,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Copiapó 485,Jacarandá,Americo Vespucio 1800-1900,Calle
61172,7/3/2018,-31.42055847,-64.16055858,/-1805,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,Copiapó 485,Jacarandá,Americo Vespucio 1800-1900,Calle
61173,7/3/2018,-31.42057335,-64.16048851,1823,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1800-1900,Calle
61174,7/3/2018,-31.42058537,-64.16042447,1823,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Americo Vespucio 1800-1900,Calle
61175,7/3/2018,-31.42060482,-64.16034233,1827,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Jacarandá,Americo Vespucio 1800-1900,Calle
61180,7/3/2018,-31.42061741,-64.16028198,1827,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1800-1900,Calle
61181,7/3/2018,-31.42062943,-64.16022867,1859,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Roble Europeo,Americo Vespucio 1800-1900,Calle
61182,7/3/2018,-31.42064888,-64.16016094,1859,Juniors,Mayor a 10m,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Inadecuada,No,,Roble Sedoso,Americo Vespucio 1800-1900,Calle
61183,7/3/2018,-31.4206609,-64.16009054,1845,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1800-1900,Calle
61184,7/3/2018,-31.42067635,-64.16002046,1877,Juniors,Mayor a 10m,"Mayor 0,40m",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,Considerable,,Jacarandá,Americo Vespucio 1800-1900,Calle
61185,7/3/2018,-31.42069466,-64.15993497,1895,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1800-1900,Calle
61186,7/3/2018,-31.42070668,-64.15986825,1895,Juniors,Mayor a 10m,"Mayor 0,40m",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,Considerable,,Jacarandá,Americo Vespucio 1800-1900,Calle
61187,7/4/2018,-31.42071755,-64.15979248,1899,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1800-1900,Calle
61188,7/4/2018,-31.42073586,-64.15972106,1899,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Despunte,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1800-1900,Calle
61189,7/4/2018,-31.42075904,-64.15959433,/-1905,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Adecuada,No,Centro América 485,Lapacho Rosado,Americo Vespucio 1900-2000,Calle
61190,7/4/2018,-31.42077334,-64.15951587,/-1905,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,Centro América 485,F,Americo Vespucio 1900-2000,Calle
61191,7/4/2018,-31.4207865,-64.15941395,1955,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Tilo,Americo Vespucio 1900-2000,Calle
61192,7/4/2018,-31.42081311,-64.15930666,1985,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1900-2000,Calle
61193,7/4/2018,-31.41827498,-64.16088145,1797,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Arce Negundo,Juan  José Paso 1700-1800,Calle
61194,7/4/2018,-31.41827098,-64.16098036,1797,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Juan  José Paso 1700-1800,Calle
61195,7/4/2018,-31.4182601,-64.16109301,1797,Juniors,Mayor a 10m,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Juan  José Paso 1700-1800,Calle
61196,7/4/2018,-31.41825581,-64.16115571,1797,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Níspero,Juan  José Paso 1700-1800,Calle
61201,7/4/2018,-31.41825524,-64.1611946,1797,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Juan  José Paso 1700-1800,Calle
61202,7/4/2018,-31.41825667,-64.16121606,1797,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Añoso,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Paraíso,Juan  José Paso 1700-1800,Calle
61203,7/4/2018,-31.41824809,-64.16128311,1699,Juniors,Mayor a 10m,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,Leve,,Paraíso,Juan  José Paso 1600-1700,Calle
61204,7/4/2018,-31.4182252,-64.16137934,1699,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1600-1700,Calle
61205,7/4/2018,-31.41820059,-64.16149735,1687,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Juan  José Paso 1600-1700,Calle
61206,7/4/2018,-31.41819029,-64.16156843,1675,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Palmera Pindó,Juan  José Paso 1600-1700,Calle
61207,7/4/2018,-31.41818972,-64.1615919,175,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Palmera Pindó,Juan  José Paso 1600-1700,Calle
61208,7/4/2018,-31.41817913,-64.16162074,1675,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Palmera Pindó,Juan  José Paso 1600-1700,Calle
61209,7/4/2018,-31.41817427,-64.16165527,1675,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Juan  José Paso 1600-1700,Calle
61210,7/4/2018,-31.41816769,-64.16168712,1665,Juniors,Menor a 4m.,"Menor a 0,10m.",Recién implantado,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Juan  José Paso 1600-1700,Calle
61211,7/4/2018,-31.41815624,-64.16175149,1665,Juniors,Menor a 4m.,"Menor a 0,10m.",Recién implantado,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Juan  José Paso 1600-1700,Calle
61212,7/4/2018,-31.41814422,-64.16181251,1653,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Juan  José Paso 1600-1700,Calle
61213,7/4/2018,-31.41813192,-64.16187186,1653,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1600-1700,Calle
61214,7/4/2018,-31.41811418,-64.16196708,1641,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Inadecuada,No,,Níspero,Juan  José Paso 1600-1700,Calle
61215,7/4/2018,-31.41809988,-64.16204553,1641,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Gomero,Juan  José Paso 1600-1700,Calle
61216,7/4/2018,-31.41808557,-64.16212365,1619,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1600-1700,Calle
61217,7/4/2018,-31.41807355,-64.16218534,1619,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1600-1700,Calle
61218,7/4/2018,-31.41806354,-64.16223865,1619,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ficus Benjamina,Juan  José Paso 1600-1700,Calle
61219,7/4/2018,-31.41805724,-64.16226614,/-1609,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,Uruguay 295,F,Juan  José Paso 1600-1700,Calle
61220,7/4/2018,-31.41805152,-64.16228458,/-1609,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Uruguay 295,Ligustro Aureo,Juan  José Paso 1600-1700,Calle
61221,7/4/2018,-31.41803435,-64.16235432,1593,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Juan  José Paso 1500-1600,Calle
61222,7/4/2018,-31.41802577,-64.16239891,1593,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,Leve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1500-1600,Calle
61223,7/4/2018,-31.41801833,-64.16244786,1581,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Juan  José Paso 1500-1600,Calle
61224,7/4/2018,-31.41800116,-64.16252866,1581,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Juan  José Paso 1500-1600,Calle
61225,7/4/2018,-31.41798657,-64.16258667,1563,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Juan  José Paso 1500-1600,Calle
61226,7/4/2018,-31.41797713,-64.16266344,1563,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Severo,Descopado,TRUE,FALSE,Franja Verde,Leve,,Roble Sedoso,Juan  José Paso 1500-1600,Calle
61227,7/4/2018,-31.41794566,-64.1628056,1549,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Decrépito,Malo,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,verificar si está muerto,Otra especie,Juan  José Paso 1500-1600,Calle
61228,7/4/2018,-31.41792563,-64.16291121,1539,Juniors,Mayor a 10m,"Mayor 0,40m",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Palo Borracho,Juan  José Paso 1500-1600,Calle
61231,7/4/2018,-31.41791275,-64.16298866,1527,Juniors,Menor a 4m.,"Menor a 0,10m.",Recién implantado,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Juan  José Paso 1500-1600,Calle
61234,7/4/2018,-31.41789673,-64.16306209,1521,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Juan  José Paso 1500-1600,Calle
61235,7/4/2018,-31.417887,-64.16312043,1513,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Juan  José Paso 1500-1600,Calle
61236,7/4/2018,-31.41786926,-64.16318815,1513,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Juan  José Paso 1500-1600,Calle
61237,7/4/2018,-31.41784981,-64.16327968,/-1505,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Salto 293,Ligustro Aureo,Juan  José Paso 1500-1600,Calle
61238,7/4/2018,-31.41784151,-64.16333467,/-1505,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Salto 293,Ligustro Aureo,Juan  José Paso 1500-1600,Calle
61239,7/4/2018,-31.41781375,-64.16346844,1499,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Juan  José Paso 1400-1500,Calle
61240,7/4/2018,-31.41779745,-64.16355528,1499,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1400-1500,Calle
61241,7/4/2018,-31.41778486,-64.16363508,1475,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1400-1500,Calle
61242,7/4/2018,-31.41777227,-64.1637028,1475,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Altea,Juan  José Paso 1400-1500,Calle
61243,7/4/2018,-31.41775853,-64.16377623,1463,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1400-1500,Calle
61244,7/4/2018,-31.41774623,-64.16383255,1463,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1400-1500,Calle
61245,7/4/2018,-31.41773879,-64.16388351,1455,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1400-1500,Calle
61246,7/4/2018,-31.41772534,-64.1639499,1455,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1400-1500,Calle
61247,7/4/2018,-31.41771361,-64.16402031,1443,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Cazuela faltante,,,F,Juan  José Paso 1400-1500,Calle
61248,7/4/2018,-31.41769816,-64.16410882,1443,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Paraíso,Juan  José Paso 1400-1500,Calle
61249,7/4/2018,-31.41767928,-64.16419197,1427,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Juan  José Paso 1400-1500,Calle
61250,7/4/2018,-31.41766612,-64.16427076,1427,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Juan  José Paso 1400-1500,Calle
61251,7/4/2018,-31.41765639,-64.16434016,1421,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1400-1500,Calle
61252,7/4/2018,-31.41765067,-64.16438911,1419,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Juan  José Paso 1400-1500,Calle
61253,7/4/2018,-31.41764237,-64.16443504,1419,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Limpiatubos,Juan  José Paso 1400-1500,Calle
61317,7/4/2018,-31.41761805,-64.16453227,/-1395,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Juan  José Paso 1300-1400,Calle
61318,7/4/2018,-31.4176046,-64.16461475,/-1395,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Adecuada,No,,Ligustro Aureo,Juan  José Paso 1300-1400,Calle
61319,7/4/2018,-31.41758944,-64.16469019,1385,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Juan  José Paso 1300-1400,Calle
61320,7/4/2018,-31.41758085,-64.16474987,1385,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Juan  José Paso 1300-1400,Calle
61321,7/4/2018,-31.41757027,-64.16481324,1375,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Tilo,Juan  José Paso 1300-1400,Calle
61322,7/4/2018,-31.41756111,-64.16487157,1365,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Juan  José Paso 1300-1400,Calle
61323,7/4/2018,-31.41754995,-64.16492991,1353,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Tilo,Juan  José Paso 1300-1400,Calle
61324,7/4/2018,-31.41753879,-64.16499496,1353,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Tala,Juan  José Paso 1300-1400,Calle
