id,fecha,latitud,longitud,direccion,barrioNombre,altura,fuste,faseVital,estadoFitosanitario,inclinacion,ahuecamiento,problemaDesrames,problemaDescalzado,problemaFustePartido,problemaObjetoExtranio,problemaGrieta,problemaDesequilibrioCopa,manejoInadecuado,intervenciones,distForestalAdecuada,interf,cazuela,levantamientoVereda,observaciones,especieNombre,lugarRelevamientoNombre,tipoLugarNombre
55216,7/2/2018,-31.41880201,-64.17027388,906,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Inadecuada,Leve,,Palmera Pindó,Americo Vespucio 900-1000,Calle
55217,7/2/2018,-31.41880688,-64.17021219,916,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Leve,Mantenimiento,TRUE,TRUE,Adecuada,Leve,,Siempre Verde,Americo Vespucio 900-1000,Calle
55218,7/2/2018,-31.41880745,-64.17016055,924,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 900-1000,Calle
55219,7/2/2018,-31.41883177,-64.17011362,930,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,Leve,Leve,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Guaran Amarillo,Americo Vespucio 900-1000,Calle
55220,7/2/2018,-31.41886782,-64.16999929,932,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ficus Benjamina,Americo Vespucio 900-1000,Calle
55221,7/2/2018,-31.41887469,-64.16990407,942,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Sin intervenciones,TRUE,FALSE,Adecuada,No,,Otra especie,Americo Vespucio 900-1000,Calle
55222,7/2/2018,-31.41889099,-64.16982327,958,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,Leve,,Lapacho Rosado,Americo Vespucio 900-1000,Calle
55223,7/2/2018,-31.41890873,-64.16973509,976,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Brachichito,Americo Vespucio 900-1000,Calle
55224,7/2/2018,-31.41892991,-64.16960936,986,Juniors,Menor a 4m.,"Menor a 0,10m.",Decrépito,Muerto,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Severo,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Americo Vespucio 900-1000,Calle
55225,7/2/2018,-31.41894536,-64.16949973,994,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,Leve,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Leve,Mantenimiento,TRUE,TRUE,Franja Verde,Leve,,Roble Sedoso,Americo Vespucio 900-1000,Calle
55268,7/2/2018,-31.41899686,-64.16923989,/-1002,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Esquina La Plata 503,Ligustro Aureo,Americo Vespucio 1000-1100,Calle
55269,7/2/2018,-31.41901202,-64.1691678,/-1002,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,Leve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,TRUE,Franja Verde,No,Esquina La Plata 503,Ligustro Aureo,Americo Vespucio 1000-1100,Calle
55270,7/2/2018,-31.4190249,-64.16908264,1018,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55271,7/2/2018,-31.41903892,-64.16899983,1018,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55272,7/2/2018,-31.41905437,-64.16893478,1028,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55273,7/2/2018,-31.4190681,-64.16886806,1028,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Americo Vespucio 1000-1100,Calle
55274,7/2/2018,-31.41908098,-64.1688,1040,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55275,7/2/2018,-31.41909213,-64.16873697,1040,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55276,7/2/2018,-31.41910673,-64.16867897,1046,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Americo Vespucio 1000-1100,Calle
55277,7/2/2018,-31.41910816,-64.16862968,1056,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Decrépito,Malo,Leve,Severo,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Severo,Varias intervenciones,TRUE,FALSE,Adecuada,No,,Fresno Americano,Americo Vespucio 1000-1100,Calle
55278,7/2/2018,-31.41911903,-64.16858006,1056,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Decrépito,Malo,Leve,Severo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Severo,Varias intervenciones,TRUE,FALSE,Inadecuada,Leve,,Fresno Americano,Americo Vespucio 1000-1100,Calle
55279,7/2/2018,-31.41913019,-64.16853581,1070,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,FALSE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55280,7/2/2018,-31.41913391,-64.16850261,1070,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Leve,Mantenimiento,FALSE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1000-1100,Calle
55281,7/2/2018,-31.41914364,-64.16843992,1088,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Decrépito,Malo,Leve,Leve,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Acacia Globosa,Americo Vespucio 1000-1100,Calle
55282,7/2/2018,-31.41915394,-64.16838124,1088,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Decrépito,Regular,Leve,Leve,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Acacia Globosa,Americo Vespucio 1000-1100,Calle
55307,7/2/2018,-31.41920286,-64.16817907,1108,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Fresno,Otra especie,Americo Vespucio 1100-1200,Calle
55308,7/2/2018,-31.41921488,-64.16809425,1110,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Leve,Mantenimiento,TRUE,TRUE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1100-1200,Calle
55309,7/2/2018,-31.41923119,-64.16802853,1118,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Otra especie,Americo Vespucio 1100-1200,Calle
55310,7/2/2018,-31.41924378,-64.16796684,1118,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Fresno,Otra especie,Americo Vespucio 1100-1200,Calle
55311,7/2/2018,-31.41925007,-64.16791588,1134,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,Leve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Americo Vespucio 1100-1200,Calle
55312,7/2/2018,-31.41927954,-64.16781664,1136,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Cazuela faltante,,,F,Americo Vespucio 1100-1200,Calle
55313,7/2/2018,-31.41928955,-64.16775361,1136,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Adecuada,No,,Ficus Benjamina,Americo Vespucio 1100-1200,Calle
55314,7/2/2018,-31.41928812,-64.16775092,1136,Juniors,Menor a 4m.,"Menor a 0,10m.",Decrépito,Muerto,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Severo,Tala,FALSE,FALSE,Adecuada,No,,Otra especie,Americo Vespucio 1100-1200,Calle
55315,7/2/2018,-31.41930243,-64.16767649,1158,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,TRUE,Franja Verde,No,,Ligustro Aureo,Americo Vespucio 1100-1200,Calle
55316,7/2/2018,-31.41931302,-64.16760676,1158,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1100-1200,Calle
55317,7/2/2018,-31.41931931,-64.16755144,1176,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,Leve,Leve,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Leve,Mantenimiento,FALSE,FALSE,Franja Verde,Leve,,Roble Sedoso,Americo Vespucio 1100-1200,Calle
55318,7/2/2018,-31.41932732,-64.16753165,1176,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Severo,Varias intervenciones,FALSE,FALSE,Franja Verde,Leve,,Roble Sedoso,Americo Vespucio 1100-1200,Calle
55319,7/2/2018,-31.41934077,-64.16747633,1186,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1100-1200,Calle
55320,7/2/2018,-31.41934621,-64.16744247,1186,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1100-1200,Calle
55323,7/2/2018,-31.41937711,-64.16729327,/-1192,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Adecuada,No,Fresno esquina Río Cuarto 516,Otra especie,Americo Vespucio 1100-1200,Calle
55408,7/2/2018,-31.41943204,-64.1671139,/-1226,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,Esquina Río Cuarto 507,Algarrobo,Americo Vespucio 1200-1300,Calle
55409,7/2/2018,-31.41944005,-64.16704919,/-1126,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,TRUE,Franja Verde,No,Esquina Río Cuarto 507,Algarrobo,Americo Vespucio 1200-1300,Calle
55410,7/2/2018,-31.41944263,-64.16700728,/-,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,Esquina Río Cuarto 507,F,Americo Vespucio 1200-1300,Calle
55412,7/2/2018,-31.41945579,-64.16690938,1228,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,Limonero,Otra especie,Americo Vespucio 1200-1300,Calle
55413,7/2/2018,-31.41946523,-64.16685574,1234,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Decrépito,Regular,Leve,Leve,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Severo,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1200-1300,Calle
55414,7/2/2018,-31.41949899,-64.16677024,1236,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Americo Vespucio 1200-1300,Calle
55415,7/2/2018,-31.41950414,-64.16668542,1246,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,TRUE,Franja Verde,Leve,,Lapacho Rosado,Americo Vespucio 1200-1300,Calle
55416,7/2/2018,-31.41952474,-64.16658349,1258,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Americo Vespucio 1200-1300,Calle
55417,7/2/2018,-31.4195319,-64.1665208,1270,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Roble Sedoso,Americo Vespucio 1200-1300,Calle
55418,7/2/2018,-31.41954706,-64.16643094,1280,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Americo Vespucio 1200-1300,Calle
55419,7/2/2018,-31.41956537,-64.16631628,1298,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Jacarandá,Americo Vespucio 1200-1300,Calle
55420,7/2/2018,-31.41958568,-64.16626129,1298,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1200-1300,Calle
55525,7/2/2018,-31.41961601,-64.166039,/-1308,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,Leve,Esquina Posadas 505,Palo Borracho,Americo Vespucio 1300-1400,Calle
55526,7/2/2018,-31.41962917,-64.16595452,/-1308,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Americo Vespucio 1300-1400,Calle
55527,7/2/2018,-31.41964119,-64.16589249,1314,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Jacarandá,Americo Vespucio 1300-1400,Calle
55528,7/2/2018,-31.41964606,-64.16584488,1314,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1300-1400,Calle
55531,7/2/2018,-31.41965206,-64.16580565,1324,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Americo Vespucio 1300-1400,Calle
55532,7/2/2018,-31.41966065,-64.16576441,1324,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1300-1400,Calle
55533,7/2/2018,-31.41967037,-64.16570742,1334,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,Leve,Leve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Lapacho Rosado,Americo Vespucio 1300-1400,Calle
55534,7/2/2018,-31.41968096,-64.1656635,1354,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Europeo,Americo Vespucio 1300-1400,Calle
55535,7/2/2018,-31.41971959,-64.16550457,1364,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Jacarandá,Americo Vespucio 1300-1400,Calle
55536,7/2/2018,-31.41973017,-64.16535303,1374,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Ligustro Aureo,Americo Vespucio 1300-1400,Calle
55537,7/2/2018,-31.4197502,-64.16528396,1380,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Adecuada,No,,Fresno Americano,Americo Vespucio 1300-1400,Calle
55538,7/2/2018,-31.41976308,-64.16522663,1396,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1300-1400,Calle
55604,7/2/2018,-31.41983003,-64.1649507,1402,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Roble Europeo,Americo Vespucio 1400-1500,Calle
55605,7/2/2018,-31.41983375,-64.16488566,1402,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,No,Mantenimiento,TRUE,TRUE,Franja Verde,No,,Acacia negra,Americo Vespucio 1400-1500,Calle
55606,7/2/2018,-31.41985435,-64.16480519,1402,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Sin intervenciones,TRUE,FALSE,Franja Verde,No,,Cipres Piramidal,Americo Vespucio 1400-1500,Calle
55607,7/2/2018,-31.41985463,-64.16473713,/-1415,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1400-1500,Calle
55608,7/2/2018,-31.41985978,-64.16468382,/-1416,Juniors,Menor a 4m.,"Menor a 0,10m.",Joven,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Americo Vespucio 1400-1500,Calle
55609,7/2/2018,-31.41987266,-64.16463956,1430,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1400-1500,Calle
55610,7/2/2018,-31.4198904,-64.16453999,1430,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1400-1500,Calle
55611,7/2/2018,-31.41991214,-64.16445483,1440,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,Leve,Leve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1400-1500,Calle
55614,7/2/2018,-31.41992616,-64.16437168,1440,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1400-1500,Calle
55615,7/2/2018,-31.41993932,-64.16430362,1450,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1400-1500,Calle
55616,7/2/2018,-31.41995592,-64.16425165,1478,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1400-1500,Calle
55617,7/2/2018,-31.41996336,-64.16418895,1478,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1400-1500,Calle
55618,7/2/2018,-31.41997509,-64.16414302,1482,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,Leve,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1400-1500,Calle
55619,7/2/2018,-31.41997623,-64.16410413,1482,Juniors,Menor a 4m.,"Menor a 0,10m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Crespón,Americo Vespucio 1400-1500,Calle
55620,7/2/2018,-31.41998825,-64.16406691,1496,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1400-1500,Calle
55621,7/2/2018,-31.4199934,-64.16401226,1496,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,,F,Americo Vespucio 1400-1500,Calle
55715,7/2/2018,-31.41974019,-64.17055584,/-905,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,Bahía Blanca 593,Siempre Verde,Facundo Zuviría 900-1000,Calle
55716,7/2/2018,-31.4197565,-64.17047437,/-905,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,Bahía Blanca 593,Fresno Americano,Facundo Zuviría 900-1000,Calle
55717,7/2/2018,-31.41977109,-64.17040396,915,Juniors,Menor a 4m.,"Entre 0,10m. y 0,40m.",Maduro,Bueno,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Despunte,TRUE,FALSE,Franja Verde,No,Arbustiva,Otra especie,Facundo Zuviría 900-1000,Calle
55718,7/2/2018,-31.41978682,-64.17031847,921,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,Faltante de árbol.Arbustivas,F,Facundo Zuviría 900-1000,Calle
55719,7/2/2018,-31.41980514,-64.17024471,945,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Joven,Regular,No,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Siempre Verde,Facundo Zuviría 900-1000,Calle
55720,7/2/2018,-31.4198203,-64.17016592,955,Juniors,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Franja Verde (F),,Faltante de árbol.Arbustivas,F,Facundo Zuviría 900-1000,Calle
55723,7/2/2018,-31.41983947,-64.17007338,967,Juniors,Entre 7m. y 10m.,"Mayor 0,40m",Añoso,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Palo Borracho,Facundo Zuviría 900-1000,Calle
55724,7/2/2018,-31.41985721,-64.1699956,967,Juniors,Entre 4m. y 7m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Palo Borracho,Facundo Zuviría 900-1000,Calle
55725,7/2/2018,-31.41987409,-64.16990977,967,Juniors,Entre 7m. y 10m.,"Entre 0,10m. y 0,40m.",Maduro,Regular,No,Severo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leve,Mantenimiento,TRUE,FALSE,Franja Verde,No,,Fresno Americano,Facundo Zuviría 900-1000,Calle
